time (seconds), x, y, target, angle
10.67846, 2.921204, -3.573853, False, 146.7999
10.69545, 3.004521, -3.701173, False, 146.7999
10.71159, 3.08797, -3.828697, False, 146.7999
10.72816, 3.178109, -3.966444, False, 146.7999
10.74473, 3.268824, -4.10507, False, 146.7999
10.7618, 3.362288, -4.247897, False, 146.7999
10.77826, 3.452461, -4.385696, False, 146.7999
10.79484, 3.54322, -4.524389, False, 146.7999
10.79484, 3.54322, -4.524389, True, 146.7999
10.8113, 3.54322, -4.524389, False, 146.7999
10.82758, 3.54322, -4.524389, False, 146.7999
10.84488, 3.54322, -4.524389, False, 146.7999
10.86069, 3.54322, -4.524389, False, 146.7999
10.87789, 3.54322, -4.524389, False, 146.7999
10.89437, 3.54322, -4.524389, False, 146.7999
10.91039, 3.54322, -4.524389, False, 146.7999
10.92743, 3.54322, -4.524389, False, 146.7999
10.94353, 3.54322, -4.524389, False, 146.7999
10.96009, 3.54322, -4.524389, False, 146.7999
10.97698, 3.54322, -4.524389, False, 146.7999
10.99337, 3.54322, -4.524389, False, 146.7999
11.0117, 3.54322, -4.524389, False, 146.7999
11.02828, 3.54322, -4.524389, False, 146.7999
11.04484, 3.54322, -4.524389, False, 146.7999
11.0614, 3.54322, -4.524389, False, 146.7999
11.12609, 3.54322, -4.524389, False, 146.7999
11.14267, 3.54322, -4.524389, False, 146.7999
11.15923, 3.54322, -4.524389, False, 146.7999
11.17614, 3.54322, -4.524389, False, 146.7999
11.19264, 3.54322, -4.524389, False, 146.7999
11.20892, 3.54322, -4.524389, False, 146.7999
11.22549, 3.54322, -4.524389, False, 146.7999
11.24687, 3.54322, -4.524389, False, 146.7999
11.26374, 3.54322, -4.524389, False, 146.7999
11.28001, 3.54322, -4.524389, False, 146.7999
11.29657, 3.54322, -4.524389, False, 146.7999
11.31314, 3.54322, -4.524389, False, 146.7999
11.32971, 3.54322, -4.524389, False, 146.7999
11.34631, 3.54322, -4.524389, False, 146.7999
11.36284, 3.54322, -4.524389, False, 146.7999
11.37941, 3.54322, -4.524389, False, 146.7999
11.39597, 3.54322, -4.524389, False, 146.7999
11.41254, 3.54322, -4.524389, False, 146.7999
11.42911, 3.54322, -4.524389, False, 146.7999
11.44567, 3.54322, -4.524389, False, 146.7999
11.46224, 3.54322, -4.524389, False, 146.7999
11.47897, 3.54322, -4.524389, False, 146.7999
11.49592, 3.54322, -4.524389, False, 146.7999
11.51194, 3.54322, -4.524389, False, 146.7999
11.52868, 3.54322, -4.524389, False, 146.7999
11.54521, 3.54322, -4.524389, False, 146.7999
11.56164, 3.54322, -4.524389, False, 146.7999
11.57821, 3.54322, -4.524389, False, 146.7999
11.59477, 3.54322, -4.524389, False, 146.7999
11.61134, 3.54322, -4.524389, False, 146.7999
11.62791, 3.54322, -4.524389, False, 146.7999
11.64448, 3.54322, -4.524389, False, 146.7999
11.6614, 3.54322, -4.524389, False, 146.7999
11.67761, 3.54322, -4.524389, False, 146.7999
11.69439, 3.54322, -4.524389, False, 146.7999
11.7108, 3.54322, -4.524389, False, 146.7999
11.72738, 3.54322, -4.524389, False, 146.7999
11.74387, 3.54322, -4.524389, False, 146.7999
11.76045, 3.54322, -4.524389, False, 146.7999
11.77701, 3.54322, -4.524389, False, 146.7999
11.79357, 3.54322, -4.524389, False, 146.7999
11.81014, 3.54322, -4.524389, False, 146.7999
11.82671, 3.54322, -4.524389, False, 146.7999
11.84332, 3.54322, -4.524389, False, 146.7999
11.85984, 3.54322, -4.524389, False, 146.7999
11.87641, 3.54322, -4.524389, False, 146.7999
11.89298, 3.54322, -4.524389, False, 146.7999
11.90991, 3.54322, -4.524389, False, 146.7999
11.92611, 3.54322, -4.524389, False, 146.7999
11.94271, 3.54322, -4.524389, False, 146.7999
11.95924, 3.54322, -4.524389, False, 146.7999
11.97581, 3.54322, -4.524389, False, 146.7999
11.99238, 3.54322, -4.524389, False, 146.7999
12.00935, 3.54322, -4.524389, False, 146.7999
12.02551, 3.54322, -4.524389, False, 146.7999
12.04259, 3.54322, -4.524389, False, 146.7999
12.05864, 3.54322, -4.524389, False, 146.7999
12.07535, 3.54322, -4.524389, False, 146.7999
12.09183, 3.54322, -4.524389, False, 146.7999
12.14887, 3.54322, -4.524389, False, 146.7999
12.16578, 3.54322, -4.524389, False, 146.7999
12.18205, 3.54322, -4.524389, False, 146.7999
12.19857, 3.54322, -4.524389, False, 146.7999
