time(sec),x,z
81.5351,0.6998193,3.625768
81.56704,0.6998193,3.625768
81.59837,0.6998193,3.625768
81.62646,0.6998193,3.625768
81.65755,0.6998193,3.625768
81.68861,0.6998193,3.625768
81.7213,0.6998193,3.625768
81.74997,0.6998193,3.625768
81.77914,0.6998193,3.625768
81.80921,0.6998193,3.625768
81.84069,0.6998193,3.625768
81.87151,0.6998193,3.625768
81.90238,0.6998193,3.625768
81.93261,0.6998193,3.625768
81.96191,0.6998193,3.625768
81.99165,0.6998193,3.625768
82.0213,0.6998193,3.625768
82.05087,0.6998193,3.625768
82.0796,0.6998193,3.625768
82.1092,0.6998193,3.625768
82.13894,0.6998193,3.625768
82.16932,0.6998193,3.625768
82.19849,0.6998193,3.625768
82.22875,0.6998193,3.625768
82.25794,0.6998193,3.625768
82.28609,0.6998193,3.625768
82.31728,0.6998193,3.625768
82.34875,0.6998193,3.625768
82.37989,0.6998193,3.625768
82.41147,0.6998193,3.625768
82.44022,0.6998193,3.625768
82.47155,0.6998193,3.625768
82.50153,0.6998193,3.625768
82.53159,0.6998193,3.625768
82.56281,0.6998193,3.625768
82.59448,0.6998193,3.625768
82.62753,0.6998193,3.625768
82.65562,0.6998193,3.625768
82.68198,0.6998193,3.625768
82.71227,0.6998193,3.625768
82.74284,0.6998193,3.625768
82.77432,0.6998193,3.625768
82.80552,0.6998193,3.625768
82.83434,0.6998193,3.625768
82.86819,0.6998193,3.625768
82.89786,0.6998193,3.625768
82.92628,0.6998193,3.625768
82.95758,0.6998193,3.625768
82.98995,0.6998193,3.625768
83.02,0.6998193,3.625768
83.05051,0.6998193,3.625768
83.08198,0.6998193,3.625768
83.1116,0.6998193,3.625768
83.14043,0.6998193,3.625768
83.17136,0.6998193,3.625768
83.20011,0.6998193,3.625768
83.22896,0.6998193,3.625768
83.25989,0.6998193,3.625768
83.28813,0.6998193,3.625768
83.31789,0.6998193,3.625768
83.34651,0.6998193,3.625768
83.37897,0.6998193,3.625768
83.40879,0.6998193,3.625768
83.44011,0.6998193,3.625768
83.46896,0.6998193,3.625768
83.50114,0.6998193,3.625768
83.53153,0.6998193,3.625768
83.56287,0.6998193,3.625768
83.59261,0.6998193,3.625768
83.62483,0.6998193,3.625768
83.65384,0.6998193,3.625768
83.68315,0.6998193,3.625768
83.71593,0.6998193,3.625768
83.7379,0.6998193,3.625768
83.76921,0.6998193,3.625768
83.79942,0.6998193,3.625768
83.82893,0.6998193,3.625768
83.86135,0.6998193,3.625768
83.89301,0.6998193,3.625768
83.92467,0.6998193,3.625768
83.95377,0.6998193,3.625768
83.98371,0.6998193,3.625768
84.01455,0.6998193,3.625768
84.04589,0.6998193,3.625768
84.07617,0.6998193,3.625768
84.10605,0.6998193,3.625768
84.13509,0.6998193,3.625768
84.16607,0.6998193,3.625768
84.19404,0.6998193,3.625768
84.22546,0.6998193,3.625768
84.2534,0.6998193,3.625768
84.28347,0.6998193,3.625768
84.31321,0.6998193,3.625768
84.34341,0.6998193,3.625768
84.37517,0.6998193,3.625768
84.40571,0.6998193,3.625768
84.43678,0.6998193,3.625768
84.46671,0.6998193,3.625768
84.49434,0.6998193,3.625768
84.52444,0.6998193,3.625768
84.55646,0.6998193,3.625768
84.58672,0.6998193,3.625768
84.61675,0.6998193,3.625768
84.6459,0.6998193,3.625768
84.67629,0.6998193,3.625768
84.70877,0.6998193,3.625768
84.73853,0.6998193,3.625768
84.76941,0.6998193,3.625768
84.79928,0.6998193,3.625768
84.82963,0.6998193,3.625768
84.86281,0.6998193,3.625768
84.89419,0.6998193,3.625768
84.92493,0.6998193,3.625768
84.95503,0.6998193,3.625768
84.98455,0.6998193,3.625768
85.01578,0.6998193,3.625768
85.04616,0.6998193,3.625768
85.0773,0.6998193,3.625768
85.10891,0.6998193,3.625768
85.13617,0.6998193,3.625768
85.16667,0.6998193,3.625768
85.19594,0.6998193,3.625768
85.22655,0.6998193,3.625768
85.25519,0.6998193,3.625768
85.28432,0.6998193,3.625768
85.31458,0.6998193,3.625768
85.34497,0.6998193,3.625768
85.37778,0.6998193,3.625768
85.40771,0.6998193,3.625768
85.43919,0.6998193,3.625768
85.46614,0.6998193,3.625768
85.49612,0.6998193,3.625768
85.52622,0.6998193,3.625768
85.55584,0.6998193,3.625768
85.58846,0.6998193,3.625768
85.61826,0.6998193,3.625768
85.64835,0.6998193,3.625768
85.67665,0.6998193,3.625768
85.70708,0.6998193,3.625768
85.73817,0.6998193,3.625768
85.76907,0.6998193,3.625768
85.80022,0.6998193,3.625768
85.8299,0.6998193,3.625768
85.86044,0.6998193,3.625768
85.89162,0.6998193,3.625768
85.92249,0.6998193,3.625768
85.95386,0.6998193,3.625768
85.98202,0.6998193,3.625768
86.01115,0.6998193,3.625768
86.0406,0.6998193,3.625768
86.07052,0.6998193,3.625768
86.10043,0.6998193,3.625768
86.12997,0.6998193,3.625768
86.15943,0.6998193,3.625768
86.18819,0.6998193,3.625768
86.21831,0.6998193,3.625768
86.24775,0.6998193,3.625768
86.27641,0.6998193,3.625768
86.30587,0.6998193,3.625768
86.33658,0.6998193,3.625768
86.36678,0.6998193,3.625768
86.39803,0.6998193,3.625768
86.42841,0.6998193,3.625768
86.46086,0.6998193,3.625768
86.48991,0.6998193,3.625768
86.51919,0.6998193,3.625768
86.54906,0.6998193,3.625768
86.58137,0.6998193,3.625768
86.61099,0.6998193,3.625768
86.63979,0.6998193,3.625768
86.66885,0.6998193,3.625768
86.69926,0.6998193,3.625768
86.73184,0.6998193,3.625768
86.76195,0.6998193,3.625768
86.79208,0.6998193,3.625768
86.82295,0.6998193,3.625768
86.85275,0.6998193,3.625768
86.88593,0.6998193,3.625768
86.91557,0.6998193,3.625768
86.9454,0.6998193,3.625768
86.97449,0.6998193,3.625768
87.0044,0.6998193,3.625768
87.03682,0.6998193,3.625768
87.06573,0.6998193,3.625768
87.0975,0.6998193,3.625768
87.12673,0.6998193,3.625768
87.15611,0.6998193,3.625768
87.18663,0.6998193,3.625768
87.2168,0.6998193,3.625768
87.24546,0.6998193,3.625768
87.27431,0.6998193,3.625768
87.30449,0.6998193,3.625768
87.3346,0.6998193,3.625768
87.36341,0.6998193,3.625768
87.3962,0.6998193,3.625768
87.42764,0.6998193,3.625768
87.45761,0.6998193,3.625768
87.48774,0.6998193,3.625768
87.51706,0.6998193,3.625768
87.54569,0.6998193,3.625768
87.578,0.6998193,3.625768
87.60996,0.6998193,3.625768
87.64084,0.6998193,3.625768
87.67185,0.6998193,3.625768
87.70219,0.6998193,3.625768
87.73185,0.6998193,3.625768
87.76266,0.6998193,3.625768
87.79135,0.6998193,3.625768
87.81957,0.6998193,3.625768
87.84766,0.6998193,3.625768
87.87843,0.6998193,3.625768
87.90935,0.6998193,3.625768
87.93906,0.6998193,3.625768
87.96922,0.6998193,3.625768
88.00198,0.6998193,3.625768
88.03175,0.6998193,3.625768
88.06273,0.6998193,3.625768
88.09313,0.6998193,3.625768
88.12383,0.6998193,3.625768
88.15354,0.6998193,3.625768
88.18394,0.6998193,3.625768
88.21417,0.6998193,3.625768
88.24503,0.6998193,3.625768
88.27688,0.6998193,3.625768
88.30513,0.6998193,3.625768
88.33563,0.6998193,3.625768
88.3649,0.6998193,3.625768
88.39766,0.6998193,3.625768
88.4295,0.6998193,3.625768
88.46025,0.6998193,3.625768
88.48964,0.6998193,3.625768
88.52184,0.6998193,3.625768
88.55301,0.6998193,3.625768
88.58398,0.6998193,3.625768
88.61343,0.6998193,3.625768
88.64297,0.6998193,3.625768
88.67326,0.6998193,3.625768
88.7028,0.6998193,3.625768
88.73203,0.6998193,3.625768
88.76102,0.6998193,3.625768
88.79037,0.6998193,3.625768
88.82057,0.6998193,3.625768
88.84925,0.6998193,3.625768
88.88111,0.6998193,3.625768
88.91209,0.6998193,3.625768
88.94117,0.6998193,3.625768
88.97247,0.6998193,3.625768
89.00208,0.6998193,3.625768
89.03039,0.6998193,3.625768
89.06164,0.6998193,3.625768
89.09233,0.6998193,3.625768
89.12466,0.6998193,3.625768
89.15514,0.6998193,3.625768
89.18585,0.6998193,3.625768
89.21884,0.6998193,3.625768
89.2438,0.6998193,3.625768
89.27349,0.6998193,3.625768
89.30373,0.6998193,3.625768
89.3356,0.6998193,3.625768
89.36459,0.6998193,3.625768
89.39846,0.6998193,3.625768
89.42944,0.6998193,3.625768
89.46108,0.6998193,3.625768
89.49133,0.6998193,3.625768
89.52093,0.6998193,3.625768
89.55175,0.6998193,3.625768
89.58407,0.6998193,3.625768
89.6155,0.6998193,3.625768
89.64397,0.6998193,3.625768
89.67607,0.6998193,3.625768
89.70592,0.6998193,3.625768
89.7375,0.6998193,3.625768
89.76973,0.6998193,3.625768
89.79701,0.6998193,3.625768
89.8251,0.6998193,3.625768
89.85487,0.6998193,3.625768
89.88865,0.6998193,3.625768
89.91947,0.6998193,3.625768
89.95187,0.6998193,3.625768
89.98098,0.6998193,3.625768
90.01208,0.6998193,3.625768
90.04258,0.6998193,3.625768
90.07292,0.6998193,3.625768
90.10641,0.6998193,3.625768
90.13587,0.6998193,3.625768
90.16513,0.6998193,3.625768
90.19506,0.6998193,3.625768
90.22512,0.6998193,3.625768
90.25459,0.6998193,3.625768
90.28352,0.6998193,3.625768
90.31463,0.6998193,3.625768
90.34679,0.6998193,3.625768
90.37399,0.6998193,3.625768
90.40612,0.6998193,3.625768
90.43661,0.6998193,3.625768
90.46596,0.6998193,3.625768
90.49442,0.6998193,3.625768
90.52695,0.6998193,3.625768
90.55509,0.6998193,3.625768
90.58769,0.6998193,3.625768
90.61604,0.6998193,3.625768
90.64661,0.6998193,3.625768
90.67798,0.6998193,3.625768
90.70882,0.6998193,3.625768
90.73872,0.6998193,3.625768
90.76851,0.6998193,3.625768
90.80126,0.6998193,3.625768
90.83075,0.6998193,3.625768
90.86288,0.6998193,3.625768
90.88979,0.6998193,3.625768
90.92216,0.6998193,3.625768
90.95544,0.6998193,3.625768
90.98266,0.6998193,3.625768
91.01257,0.6998193,3.625768
91.04362,0.6998193,3.625768
91.07441,0.6998193,3.625768
91.10388,0.6998193,3.625768
91.1348,0.6998193,3.625768
91.16551,0.6998193,3.625768
91.19873,0.6998193,3.625768
91.22778,0.6998193,3.625768
91.25571,0.6998193,3.625768
91.28524,0.6998193,3.625768
91.31541,0.6998193,3.625768
91.34558,0.6998193,3.625768
91.37778,0.6998193,3.625768
91.41244,0.6998193,3.625768
91.44071,0.6998193,3.625768
91.47185,0.6998193,3.625768
91.50203,0.6998193,3.625768
91.53268,0.6998193,3.625768
91.56418,0.6998193,3.625768
91.59841,0.6998193,3.625768
91.62817,0.6998193,3.625768
91.65839,0.6998193,3.625768
91.6872,0.6998193,3.625768
91.71698,0.6998193,3.625768
91.74822,0.7656569,3.552003
91.78115,0.8480766,3.44203
91.81187,0.9157192,3.330778
91.83783,0.9326209,3.298789
91.86901,0.9497195,3.264192
91.8978,0.9599131,3.242332
91.92963,0.9735399,3.211436
91.96178,0.9864079,3.180216
91.99326,0.9993442,3.146428
92.02477,1.009053,3.119161
92.05435,1.015959,3.098581
92.08649,1.018925,3.0894
92.11884,1.018925,3.0894
92.15057,1.016707,3.096287
92.18319,1.013693,3.105453
92.21255,1.009053,3.119161
92.24422,1.00427,3.13282
92.27492,0.999344,3.146428
92.30569,0.9985092,3.148691
92.33612,1.002644,3.137362
92.36586,1.028119,3.059422
92.39699,1.054646,2.9542
92.43121,1.078659,2.79448
92.46278,1.084313,2.678874
92.49432,1.082697,2.601716
92.52722,1.077272,2.529566
92.55882,1.07056,2.4745
92.5917,1.066569,2.44827
92.62485,1.062505,2.424495
92.65955,1.058956,2.405528
92.69394,1.053643,2.379533
92.73062,1.046723,2.34895
92.76717,1.046723,2.34895
92.80477,1.046723,2.34895
92.84354,1.046723,2.34895
92.88145,1.046723,2.34895
92.91592,1.046723,2.34895
92.96134,1.046723,2.34895
92.99632,1.046723,2.34895
93.03226,1.046723,2.34895
93.07514,1.046723,2.34895
93.10932,1.046723,2.34895
93.14718,1.046723,2.34895
93.18629,1.03663,2.309208
93.2254,1.003459,2.20336
93.26929,0.9716396,2.122582
93.30758,0.9568952,2.089543
93.34388,0.9455357,2.065566
93.37793,0.933718,2.041811
93.41916,0.9237108,2.022547
93.46171,0.918021,2.011913
93.50284,0.9134027,2.003442
93.54531,0.9122387,2.001329
93.58753,0.9099001,1.99711
93.63004,0.9015987,1.982408
93.67002,0.899194,1.978225
93.71177,0.899194,1.978225
93.75317,0.8979861,1.976138
93.79581,0.8979861,1.976138
93.83938,0.8979861,1.976138
93.88179,0.8979861,1.976138
93.9268,0.899194,1.978225
93.9687,0.899194,1.978225
94.01228,0.9015987,1.982408
94.05727,0.9039887,1.986598
94.09949,0.9063644,1.990796
94.14404,0.9075464,1.992899
94.18565,0.908725,1.995004
94.22863,0.908725,1.995004
94.26852,0.908725,1.995004
94.31061,0.908725,1.995004
94.35205,0.9063644,1.990796
94.39366,0.9027954,1.984502
94.43623,0.9015986,1.982408
94.4817,0.900398,1.980316
94.52201,0.900398,1.980316
94.56498,0.900398,1.980316
94.60368,0.900398,1.980316
94.64491,0.900398,1.980316
94.68951,0.900398,1.980316
94.737,0.900398,1.980316
94.76954,0.900398,1.980316
94.81116,0.900398,1.980316
94.85915,0.900398,1.980316
94.95865,0.900398,1.980316
95.00566,0.900398,1.980316
95.05354,0.900398,1.980316
95.10278,0.900398,1.980316
95.11938,0.900398,1.980316
95.15157,0.900398,1.980316
95.20422,0.900398,1.980316
95.27719,0.900398,1.980316
95.34444,0.900398,1.980316
95.40205,0.900398,1.980316
95.44968,0.900398,1.980316
95.50894,0.900398,1.980316
95.73779,0.900398,1.980316
95.75796,0.900398,1.980316
95.77479,0.900398,1.980316
95.7911,0.900398,1.980316
95.80766,0.900398,1.980316
95.85421,0.900398,1.980316
95.88715,0.900398,1.980316
95.90372,0.900398,1.980316
95.94284,0.900398,1.980316
95.98564,0.900398,1.980316
96.02818,0.900398,1.980316
96.0678,0.900398,1.980316
96.11337,0.900398,1.980316
96.15475,0.900398,1.980316
96.19921,0.900398,1.980316
96.24095,0.9063642,1.990797
96.28293,0.8943406,1.969887
96.31881,0.8756257,1.938924
96.36168,0.8613895,1.916535
96.40833,0.8534439,1.904439
96.45099,0.8399212,1.884466
96.4942,0.8274544,1.866694
96.53987,0.8218243,1.858859
96.5826,0.8218243,1.858859
96.62492,0.8189887,1.854956
96.6673,0.8189887,1.854956
96.71153,0.8175659,1.853009
96.75731,0.8161397,1.851063
96.79986,0.8161397,1.851063
96.84563,0.8161397,1.851063
96.88721,0.8161397,1.851063
96.93322,0.8161397,1.851063
96.97363,0.8161397,1.851063
97.01693,0.8161397,1.851063
97.06012,0.8161397,1.851063
97.10539,0.8161397,1.851063
97.14919,0.8161397,1.851063
97.19335,0.8161397,1.851063
97.2356,0.8232371,1.860814
97.27923,0.8480767,1.896421
97.32088,0.858755,1.912493
97.36482,0.866616,1.924644
97.40173,0.8679138,1.926677
97.44862,0.8704987,1.930751
97.49417,0.8717859,1.932791
97.53707,0.8730694,1.934833
97.58246,0.8730694,1.934833
97.62659,0.8730694,1.934833
97.66748,0.8730694,1.934833
97.70895,0.8730694,1.934833
97.75114,0.8730694,1.934833
97.79611,0.8743492,1.936877
97.84186,0.8768986,1.940973
97.88508,0.8781679,1.943024
97.92828,0.8781679,1.943024
97.9712,0.8781679,1.943024
98.01534,0.8781679,1.943024
98.05631,0.8781679,1.943024
98.09883,0.8781679,1.943024
98.14197,0.8781679,1.943024
98.18303,0.8781679,1.943024
98.22501,0.8781679,1.943024
98.26588,0.8781679,1.943024
98.30907,0.8781679,1.943024
98.34972,0.8781679,1.943024
98.39175,0.8781679,1.943024
98.43388,0.8781679,1.943024
98.48186,0.8781679,1.943024
98.5223,0.8781679,1.943024
98.56351,0.8781679,1.943024
98.605,0.8781679,1.943024
98.6484,0.8781679,1.943024
98.69231,0.8781679,1.943024
98.73489,0.8781679,1.943024
98.78046,0.8781679,1.943024
98.82227,0.8781679,1.943024
98.86547,0.8781679,1.943024
98.90634,0.8781679,1.943024
98.94981,0.8781679,1.943024
98.9953,0.8781679,1.943024
99.03358,0.8781679,1.943024
99.08257,0.8781679,1.943024
99.13181,0.8781679,1.943024
99.17875,0.8781679,1.943024
99.22617,0.8781679,1.943024
99.27236,0.8781679,1.943024
99.31472,0.8781679,1.943024
99.35574,0.8781679,1.943024
99.4013,0.8781679,1.943024
99.44456,0.8781679,1.943024
99.4864,0.8781679,1.943024
99.52707,0.8781679,1.943024
99.57519,0.8781679,1.943024
99.61147,0.8781679,1.943024
99.6536,0.8781679,1.943024
99.69529,0.8781679,1.943024
99.74015,1.133411,1.785382
99.82171,1.473715,1.575385
99.86745,1.643877,1.470291
99.91154,1.813933,1.36536
99.9585,1.984095,1.260266
99.97507,2.069151,1.207758
100.0007,2.239313,1.102664
100.0434,2.409475,0.9975693
100.0854,2.579638,0.8924749
100.1295,2.749748,0.7875469
100.1705,2.919902,0.6824658
100.2157,3.090065,0.577374
100.294,3.430389,0.3671854
100.3391,3.600514,0.2621481
100.3815,3.85579,0.104636
100.4259,4.025959,-0.0004329681
100.4468,4.110954,-0.05284715
100.4758,4.194766,-0.1074455
100.5157,4.192217,-0.1115408
100.5591,4.190937,-0.1135848
100.601,4.187076,-0.1197047
100.6455,4.177941,-0.1339052
100.6928,4.164594,-0.1539953
100.7376,4.145322,-0.1817236
100.7817,4.109245,-0.2300363
100.8246,4.085063,-0.260112
100.8679,4.07578,-0.2712152
100.9116,4.07578,-0.2712152
100.9531,4.074222,-0.2730556
100.9986,4.063223,-0.2858658
101.0434,4.04724,-0.3039308
101.0902,4.012665,-0.3409438
101.1366,4.005927,-0.3478489
101.1822,4.005927,-0.3478489
101.2429,4.216502,-0.5615444
101.315,4.429664,-0.7724837
101.3668,4.64293,-0.9834247
101.4131,4.785089,-1.124104
101.4594,4.927249,-1.264783
101.4964,5.069409,-1.405461
101.5129,5.140489,-1.475801
101.5466,5.282649,-1.61648
101.5944,5.424809,-1.757159
101.6385,5.566969,-1.897838
101.6861,5.780209,-2.108856
101.7766,6.064528,-2.390214
101.8236,6.277769,-2.601232
101.8701,6.419929,-2.741911
101.9168,6.562088,-2.88259
101.9334,6.633168,-2.952929
101.9654,6.775328,-3.093609
102.0132,6.775328,-3.093609
102.0625,6.795471,-3.072823
102.1128,6.820029,-3.046256
102.1611,6.834428,-3.03001
102.2096,6.836012,-3.028191
102.2621,6.834428,-3.03001
102.3071,6.82806,-3.037258
102.3489,6.821642,-3.044462
102.3958,6.815174,-3.05162
102.4441,6.811921,-3.055183
102.4936,6.810289,-3.05696
102.5385,6.808655,-3.058734
102.5854,6.808655,-3.058734
102.6313,6.803734,-3.064039
102.6749,6.803734,-3.064039
102.7213,6.803734,-3.064039
102.7651,6.803734,-3.064039
102.8122,6.803734,-3.064039
102.8554,6.803734,-3.064039
102.9013,6.803734,-3.064039
102.9476,6.803734,-3.064039
102.9951,6.803734,-3.064039
103.0407,6.803734,-3.064039
103.0862,6.803734,-3.064039
103.1326,6.803734,-3.064039
103.1786,6.803734,-3.064039
103.2226,6.803734,-3.064039
103.2671,6.803734,-3.064039
103.3173,6.803734,-3.064039
103.3623,6.803734,-3.064039
103.4078,6.803734,-3.064039
103.4529,6.803734,-3.064039
103.4977,6.803734,-3.064039
103.5457,6.803734,-3.064039
103.592,6.803734,-3.064039
103.6412,6.803734,-3.064039
103.6854,6.803734,-3.064039
103.7323,6.803734,-3.064039
103.7801,6.803734,-3.064039
103.8251,6.803734,-3.064039
103.8707,6.803734,-3.064039
103.9165,6.803734,-3.064039
103.9669,6.803734,-3.064039
104.0156,6.803734,-3.064039
104.0617,6.803734,-3.064039
104.1053,6.803734,-3.064039
104.1496,6.803734,-3.064039
104.1951,6.803734,-3.064039
104.2418,6.803734,-3.064039
104.2855,6.803734,-3.064039
104.3306,6.803734,-3.064039
104.3755,6.803734,-3.064039
104.422,6.803734,-3.064039
104.4659,6.803734,-3.064039
104.5148,6.803734,-3.064039
104.5586,6.803734,-3.064039
104.606,6.803734,-3.064039
104.6524,6.788805,-3.079798
104.7006,6.749545,-3.11899
104.7506,6.699677,-3.164526
104.7957,6.628559,-3.222321
104.84,6.573788,-3.261824
104.8848,6.500647,-3.3086
104.9308,6.443942,-3.340616
104.98,6.385792,-3.369927
105.0286,6.366109,-3.379084
105.0753,6.352909,-3.385016
105.1228,6.332994,-3.393655
105.1709,6.330772,-3.394595
105.2205,6.32855,-3.395532
105.2709,6.319643,-3.39924
105.3202,6.303993,-3.405578
105.3699,6.299508,-3.407354
105.4193,6.299508,-3.407354
105.4713,6.299508,-3.407354
105.5259,6.299508,-3.407354
105.5776,6.301751,-3.406468
105.6274,6.319643,-3.39924
105.677,6.335213,-3.392711
105.7302,6.355113,-3.384037
105.7833,6.368303,-3.378081
105.8361,6.383612,-3.370959
105.8869,6.398832,-3.363651
105.9427,6.435415,-3.345131
105.995,6.471432,-3.325535
106.0476,6.496499,-3.311063
106.0997,6.523305,-3.294796
106.152,6.539615,-3.284485
106.2042,6.553768,-3.275277
106.2553,6.553768,-3.275277
106.3027,6.553768,-3.275277
106.352,6.553768,-3.275277
106.4001,6.553768,-3.275277
106.4489,6.553768,-3.275277
106.4967,6.553768,-3.275277
106.5462,6.553768,-3.275277
106.5922,6.553768,-3.275277
106.6469,6.553768,-3.275277
106.6863,6.553768,-3.275277
106.7366,6.553768,-3.275277
106.7871,6.553768,-3.275277
106.836,6.553768,-3.275277
106.8851,6.502717,-3.307363
106.9332,6.452436,-3.336043
106.9851,6.422566,-3.351791
107.0371,6.418268,-3.353981
107.0872,6.411806,-3.357238
107.1383,6.411806,-3.357238
107.1875,6.411806,-3.357238
107.2374,6.411806,-3.357238
107.2878,6.411806,-3.357238
107.3425,6.411806,-3.357238
107.3913,6.411806,-3.357238
107.4408,6.185513,-3.446606
107.4895,5.990117,-3.489388
107.5376,5.891813,-3.49998
107.5885,5.860514,-3.501867
107.6409,5.850875,-3.502305
107.6959,5.850875,-3.502305
107.7502,5.850875,-3.502305
107.8056,5.850875,-3.502305
107.864,5.850875,-3.502305
107.9168,5.850875,-3.502305
107.9762,5.850875,-3.502305
108.0254,5.850875,-3.502305
108.0834,5.850875,-3.502305
108.1401,5.850875,-3.502305
108.1977,5.850875,-3.502305
108.253,5.850875,-3.502305
108.3058,5.850875,-3.502305
108.3631,5.850875,-3.502305
108.4196,5.850875,-3.502305
108.4778,5.771296,-3.503347
108.5337,5.572047,-3.48574
108.5905,5.500952,-3.472306
108.6502,5.435315,-3.456427
108.7099,5.363648,-3.43513
108.7655,5.311276,-3.416841
108.8181,5.255234,-3.394595
108.8723,5.219897,-3.379084
108.9253,5.219897,-3.379084
108.9818,5.219897,-3.379084
109.0436,5.219897,-3.379084
109.089,5.219897,-3.379084
109.1362,5.219897,-3.379084
109.187,5.219897,-3.379084
109.2388,5.219897,-3.379084
109.2951,5.219897,-3.379084
109.3413,5.219897,-3.379084
109.3942,5.219897,-3.379084
109.4492,5.219897,-3.379084
109.5034,5.219897,-3.379084
109.557,5.219897,-3.379084
109.6065,5.219897,-3.379084
109.6647,5.219897,-3.379084
109.7139,5.219897,-3.379084
109.7665,5.219897,-3.379084
109.8166,5.219897,-3.379084
109.8693,5.219897,-3.379084
109.9244,5.219897,-3.379084
109.9771,5.219897,-3.379084
110.0305,5.219897,-3.379084
110.0851,5.219897,-3.379084
110.1322,5.219897,-3.379084
110.1829,5.219897,-3.379084
110.3062,5.219897,-3.379084
110.3599,5.219897,-3.379084
110.414,5.219897,-3.379084
110.4669,5.219897,-3.379084
110.4834,5.219897,-3.379084
110.522,5.219897,-3.379084
110.5845,5.219897,-3.379084
110.6456,5.219897,-3.379084
110.6993,5.219897,-3.379084
110.7519,5.219897,-3.379084
110.8048,5.219897,-3.379084
110.8569,5.219897,-3.379084
110.9158,5.219897,-3.379084
110.9582,5.219897,-3.379084
111.0127,5.219897,-3.379084
111.0685,5.219897,-3.379084
111.1283,5.219897,-3.379084
111.187,5.219897,-3.379084
111.2414,5.219897,-3.379084
111.2939,5.219897,-3.379084
111.3448,5.219897,-3.379084
111.3984,5.219897,-3.379084
111.4467,5.219897,-3.379084
111.4999,5.219897,-3.379084
111.5531,5.219897,-3.379084
111.6137,5.219897,-3.379084
111.6652,5.219897,-3.379084
111.7239,5.219897,-3.379084
111.7762,5.219897,-3.379084
111.8329,5.219897,-3.379084
111.8837,5.219897,-3.379084
111.937,5.219897,-3.379084
111.9989,5.219897,-3.379084
112.0545,5.219897,-3.379084
112.106,5.219897,-3.379084
112.1646,5.219897,-3.379084
112.2192,5.219897,-3.379084
112.2754,5.219897,-3.379084
112.3215,5.219897,-3.379084
112.381,5.219897,-3.379084
112.4259,5.219897,-3.379084
112.4815,5.219897,-3.379084
112.5351,5.219897,-3.379084
112.5937,5.219897,-3.379084
112.6495,5.219897,-3.379084
112.7007,5.219897,-3.379084
112.759,5.219897,-3.379084
112.8469,5.219897,-3.379084
112.9032,5.219897,-3.379084
112.9566,5.219897,-3.379084
113.0031,5.219897,-3.379084
113.0599,5.219897,-3.379084
113.1091,5.219897,-3.379084
113.1591,5.219897,-3.379084
113.2085,5.219897,-3.379084
113.2555,5.219897,-3.379084
113.3054,5.219897,-3.379084
113.3607,5.219897,-3.379084
113.4147,5.219897,-3.379084
113.4576,5.219897,-3.379084
113.5059,5.219897,-3.379084
113.5595,5.219897,-3.379084
113.61,5.219897,-3.379084
113.6596,5.219897,-3.379084
113.7158,5.219897,-3.379084
113.7745,5.219897,-3.379084
113.8332,5.219897,-3.379084
113.8913,5.219897,-3.379084
114.1732,5.219897,-3.379084
114.2109,5.219897,-3.379084
114.243,5.219897,-3.379084
114.2917,5.219897,-3.379084
114.3084,5.219897,-3.379084
114.3248,5.219897,-3.379084
114.3549,5.219897,-3.379084
114.4081,5.219897,-3.379084
114.4656,5.219897,-3.379084
114.5191,5.219897,-3.379084
114.5626,5.219897,-3.379084
114.6132,5.219897,-3.379084
114.6627,5.219897,-3.379084
114.713,5.219897,-3.379084
114.7644,5.219897,-3.379084
114.8134,5.219897,-3.379084
114.8673,5.219897,-3.379084
114.9152,5.219897,-3.379084
114.967,5.219897,-3.379084
115.2718,5.219897,-3.379084
115.3025,5.219897,-3.379084
115.3191,5.219897,-3.379084
115.3356,5.219897,-3.379084
115.3587,5.219897,-3.379084
115.4196,5.219897,-3.379084
115.4361,5.219897,-3.379084
115.477,5.219897,-3.379084
115.5239,5.219897,-3.379084
115.579,5.219897,-3.379084
115.6327,5.189343,-3.364706
115.6839,5.00032,-3.253586
115.738,4.848719,-3.130602
115.7939,4.79553,-3.078059
115.8503,4.761149,-3.040866
115.9009,4.72203,-2.994982
115.95,4.699533,-2.966648
115.9985,4.66232,-2.916175
116.0509,4.645926,-2.892321
116.0968,4.645926,-2.892321
116.1409,4.645926,-2.892321
116.1873,4.645926,-2.892321
116.2377,4.645926,-2.892321
116.2826,4.645926,-2.892321
116.3272,4.645926,-2.892321
116.3724,4.645926,-2.892321
116.4185,4.645926,-2.892321
116.4653,4.645926,-2.892321
116.5113,4.645926,-2.892321
116.5546,4.645926,-2.892321
116.6031,4.645926,-2.892321
116.649,4.645926,-2.892321
116.6943,4.645926,-2.892321
116.7411,4.645926,-2.892321
116.7869,4.645926,-2.892321
116.8338,4.645926,-2.892321
116.8838,4.645926,-2.892321
116.929,4.645926,-2.892321
116.9753,4.645926,-2.892321
117.0198,4.645926,-2.892321
117.0687,4.645926,-2.892321
117.1157,4.645926,-2.892321
117.1578,4.645926,-2.892321
117.2039,4.645926,-2.892321
117.2526,4.645926,-2.892321
117.3068,4.645926,-2.892321
117.3429,4.645926,-2.892321
117.3914,4.645926,-2.892321
117.4365,4.645926,-2.892321
