time(sec),x,z
43.35421,0,0
43.38825,0,0
43.41895,0,0
43.45446,0,0
43.48143,0,0
43.51313,0,0
43.54422,0,0
43.5783,0,0
43.60985,0,0
43.64251,0,0
43.6697,0,0
43.70138,0,0
43.7333,0,0
43.76496,0,0
43.79831,0,0
43.83011,0,0
43.86186,0,0
43.89341,0,0
43.92539,0,0
43.9591,0,0
43.99112,0,0
44.02147,0,0
44.05425,0,0
44.08469,0,0
44.11529,0,0
44.14669,0,0
44.17743,0,0
44.20807,0,0
44.24039,0,0
44.27256,0,0
44.30661,0,0
44.33856,0,0
44.37127,0,0
44.40278,0,0
44.4358,0,0
44.46799,0,0
44.49777,0,0
44.53006,0,0
44.56147,0,0
44.5923,0,0
44.62467,0,0
44.65796,0,0
44.69034,0,0
44.72091,0,0
44.75345,0,0
44.78281,0,0
44.81664,0,0
44.84732,0,0
44.87439,0,0
44.90649,0,0
44.93915,0,0
44.97176,0,0
45.00502,0,0
45.03666,0,0
45.06911,0,0
45.09921,0,0
45.13135,0,0
45.16501,0,0
45.19699,0,0
45.22921,0,0
45.26206,0,0
45.29505,0,0
45.32841,0,0
45.36195,0,0
45.39325,0,0
45.42598,0,0
45.45837,0,0
45.4859,0,0
45.51878,0,0
45.55167,0,0
45.58321,0,0
45.61511,0,0
45.64743,0,0
45.67862,0,0
45.70922,0,0
45.74076,0,0
45.7717,0,0
45.80185,0,0
45.83601,0,0
45.86974,0,0
45.89938,0,0
45.92918,0,0
45.95961,0,0
45.99166,0,0
46.02349,0,0
46.05813,0,0
46.08905,0,0
46.12086,0,0
46.15208,0,0
46.18351,0,0
46.21646,0,0
46.24662,0,0
46.27599,0,0
46.30883,0,0
46.34247,0,0
46.37544,0,0
46.40817,0,0
46.43741,0,0
46.46972,0,0
46.50243,0,0
46.53424,0,0
46.56765,0,0
46.60109,0,0
46.63206,0,0
46.66902,0,0
46.69359,0,0
46.72382,0,0
46.75508,0,0
46.78379,0,0
46.81599,0,0
46.84806,0,0
46.88065,0,0
46.91314,0,0
46.9438,0,0
46.9761,0,0
47.00742,0,0
47.03923,0,0
47.07016,0,0
47.10139,0,0
47.13404,0,0
47.16688,0,0
47.19938,0,0
47.23118,0,0
47.263,0,0
47.29633,0,0
47.32984,0,0
47.36178,0,0
47.3946,0,0
47.42786,0,0
47.45733,0,0
47.49006,0,0
47.52267,0,0
47.55461,0,0
47.58915,0,0
47.61749,0,0
47.64769,0,0
47.67936,0,0
47.71108,0,0
47.74263,0,0
47.77416,0,0
47.80585,0,0
47.84041,0,0
47.87291,0,0
47.90634,0,0
47.936,0,0
47.96938,0,0
48.00155,0,0
48.03341,0,0
48.06433,0,0
48.0992,0,0
48.13007,0,0
48.16149,0,0
48.19364,0,0
48.22475,0,0
48.2581,0,0
48.28754,0,0
48.31645,0,0
48.35,0,0
48.38259,0,0
48.4147,0,0
48.44635,0,0
48.47723,0,0
48.50964,0,0
48.54203,0,0
48.57581,0,0
48.60574,0,0
48.63927,0,0
48.67172,0,0
48.70142,0,0
48.73185,0,0
48.76277,0,0
48.79514,0,0
48.82725,0,0
48.85888,0,0
48.88728,0,0
48.92183,0,0
48.95296,0,0
48.98516,0,0
49.01711,0,0
49.04895,0,0
49.0799,0,0
49.11104,0,0
49.14251,0,0
49.17595,0,0
49.20722,0,0
49.24062,0,0
49.27207,0,0
49.3052,0,0
49.3392,0,0
49.37209,0,0
49.40732,0,0
49.43639,0,0
49.46703,0,0
49.4999,0,0
49.5298,0,0
49.56267,0,0
49.59539,0,0
49.62708,0,0
49.65847,0,0
49.68879,0,0
49.72026,0,0
49.74937,0,0
49.78281,0,0
49.81132,0,0
49.84715,0,0
49.87616,0,0
49.9075,0,0
49.93753,0,0
49.96986,0,0
50.0025,0,0
50.03454,0,0
50.06618,0,0
50.09628,0,0
50.12701,0,0
50.15748,0,0
50.19217,0,0
50.22382,0,0
50.25627,0,0
50.2893,0,0
50.31987,0,0
50.3527,0,0
50.38674,0,0
50.41925,0,0
50.44992,0,0
50.48146,0,0
50.51249,0,0
50.54398,0,0
50.57638,0,0
50.60818,0,0
50.64024,0,0
50.6713,0,0
50.70132,0,0
50.73244,0,0
50.76406,0,0
50.79476,0,0
50.82464,0,0
50.85832,0,0
50.88916,0,0
50.91921,0,0
50.95349,0,0
50.9854,0,0
51.01644,0,0
51.0475,0,0
51.08056,0,0
51.11152,0,0
51.14067,0,0
51.17501,0,0
51.20623,0,0
51.23837,0,0
51.2696,0,0
51.30423,0,0
51.33387,0,0
51.36688,0,0
51.39832,0,0
51.43484,0,0
51.46413,0,0
51.49668,0,0
51.55851,0,0
51.59289,0,0
51.62304,0,0
51.63961,0,0
51.65843,0,0
51.71809,0,0
51.7454,0,0
51.77714,0,0
51.79402,0,0
51.81028,0,0
51.84529,0,0
51.8766,0,0
51.90745,0,0
51.93946,0,0
51.97095,0,0
52.00328,0,0
52.03576,0,0
52.06666,0,0
52.09912,0,0
52.13021,0,0
52.16243,0,0
52.19541,0,0
52.22831,0,0
52.26116,0,0
52.29087,0,0
52.3246,0,0
52.35856,0,0
52.39075,0,0
52.42444,0,0
52.45673,0,0
52.52442,0,0
52.56981,0,0
52.60344,0,0
52.62001,0,0
52.6425,0,0
52.67614,0,0
52.71054,0,0
52.74409,0,0
52.77993,0,0
52.81381,0,0
52.84518,0,0
52.87809,0,0
52.91378,0,0
52.94828,0,0
52.98649,0,0
53.01897,0,0
53.05198,0,0
53.08495,0,0
53.11907,0,0
53.15195,0,0
53.1885,0,0
53.21733,0,0
53.24996,0,0
53.28512,0,0
53.31957,0,0
53.35607,0,0
53.38987,0,0
53.43042,0,0
53.46283,0,0
53.51044,0,0
53.55418,0,0
53.59066,0,0
53.62217,0,0
53.65297,0,0
53.6838,0,0
53.71493,0,0
53.74349,0,0
53.77217,0,0
53.80143,0,0
53.82974,0,0
53.86808,0,0
53.88908,0,0
53.92195,0,0
53.95588,0,0
53.98713,0,0
54.01666,0,0
54.04924,0,0
54.07743,0,0
54.11068,0,0
54.13877,0,0
54.16932,0,0
54.20163,0,0
54.23233,0,0
54.266,0,0
54.29855,0,0
54.32947,0,0
54.36344,0,0
54.39574,0,0
54.42748,0,0
54.45844,0,0
54.48602,0,0
54.5196,0,0
54.55207,0,0
54.57946,0,0
54.61506,0,0
54.64373,0,0
54.67443,0,0
54.70453,0,0
54.73585,0,0
54.7667,0,0
54.79561,0,0
54.82325,0,0
54.85701,0,0
54.88699,0,0
54.92105,0,0
54.94924,0,0
54.98275,0,0
55.01357,0,0
55.04284,0,0
55.0752,0,0
55.10398,0,0
55.13499,0,0
55.16388,0,0
55.19486,0,0
55.22558,0,0
55.25681,0,0
55.28736,0,0
55.31656,0,0
55.34673,0,0
55.37846,0,0
55.40947,0,0
55.44094,0,0
55.47031,0,0
55.50026,0,0
55.52784,0,0
55.56298,0,0
55.59201,0,0
55.62653,0,0
55.65468,0,0
55.68447,0,0
55.71415,0,0
55.74312,0,0
55.77535,0,0
55.80397,0,0
55.83297,0,0
55.86563,0,0
55.89599,0,0
55.92532,0,0
55.956,0,0
55.98459,0,0
56.01309,0,0
56.04309,0,0
56.07032,0,0
56.10013,0,0
56.12839,0,0
56.15755,0,0
56.18834,0,0
56.21818,0,0
56.25115,0,0
56.28108,0,0
56.31906,0,0
56.34666,0,0
56.38166,0,0
56.41014,0,0
56.44213,0,0
56.47117,0,0
56.50267,0,0
56.53414,0,0
56.56723,0,0
56.59716,0,0
56.63011,0,0
56.65911,0,0
56.68769,0,0
56.72187,0,0
56.75076,0,0
56.77829,0,0
56.80775,0,0
56.83575,0,0
56.86986,0,0
56.90256,0,0
56.93159,0,0
56.96116,0,0
56.99129,0,0
57.02454,0,0
57.05549,0,0
57.08341,0,0
57.11742,0,0
57.14472,0,0
57.17501,0,0
57.20684,0,0
57.23687,0,0
57.27063,0,0
57.30083,0,0
57.33087,0,0
57.36226,0,0
57.39251,0,0
57.42387,0,0
57.46078,0,0
57.4919,0,0
57.52302,0,0
57.55068,0,0
57.58288,0,0
57.61255,0,0
57.64219,0,0
57.67486,0,0
57.70266,0,0
57.73646,0,0
57.76771,0,0
57.79919,0,0
57.83095,0,0
57.86201,0,0
57.89399,0,0
57.92511,0,0
57.95802,0,0
57.98485,0,0
58.01648,0,0
58.04583,0,0
58.07639,0,0
58.10617,0,0
58.13711,0,0
58.16648,0,0
58.19477,0,0
58.22348,0,0
58.25235,0,0
58.28357,0,0
58.31555,0,0
58.34355,0,0
58.37567,0,0
58.40655,0,0
58.43683,0,0
58.46799,0,0
58.49768,0,0
58.52922,0,0
58.55935,0,0
58.58903,0,0
58.62022,0,0
58.6509,0,0
58.68309,0,0
58.71278,0,0
58.74402,0,0
58.77732,0,0
58.8045,0,0
58.83926,0,0
58.86847,0,0
58.90236,0,0
58.9357,0,0
58.96699,0,0
58.99756,0,0
59.02785,0,0
59.05722,0,0
59.08742,0,0
59.11811,0,0
59.15046,0,0
59.17862,0,0
59.20728,0,0
59.24378,0,0
59.27087,0,0
59.30362,0,0
59.33748,0,0
59.36509,0,0
59.3995,0,0
59.42677,0,0
59.45848,0,0
59.48869,0,0
59.51501,0,0
59.54912,0,0
59.57574,0,0
59.60724,0,0
59.63772,0,0
59.66818,0,0
59.69928,0,0
59.72728,0,0
59.75943,0,0
59.788,0,0
59.81845,0,0
59.84519,0,0
59.87959,0,0
59.90765,0,0
59.93561,0,0
59.96547,0,0
59.99655,0,0
60.03092,0,0
60.0605,0,0
60.09175,0,0
60.12801,0,0
60.16132,0,0
60.18706,0,0
60.21553,0,0
60.24607,0,0
60.27487,0,0
60.30268,0,0
60.33495,0,0
60.36246,0,0
60.39646,0,0
60.42421,0,0
60.46087,0,0
60.48921,0,0
60.51944,0,0
60.55008,0,0
60.58017,0,0
60.61176,0,0
60.6437,0,0
60.66885,0,0
60.70566,0,0
60.73722,0,0
60.76851,0,0
60.79968,0,0
60.82997,0,0
60.86249,0,0
60.89624,0,0
60.9288,0,0
60.95922,0,0
60.99163,0,0
61.02517,0,0
61.05532,0,0
61.08693,0,0
61.1181,0,0
61.14684,0,0
61.17434,0,0
61.20492,0,0
61.23427,0,0
61.26561,0,0
61.29263,0,0
61.32317,0,0
61.35478,0,0
61.38669,0,0
61.42406,0,0
61.45487,0,0
61.48595,0,0
61.51275,0,0
61.54344,0,0
61.57318,0,0
61.60257,0,0
61.63458,0,0
61.66539,0,0
61.69394,0,0
61.72132,0,0
61.75109,0,0
61.77806,0,0
61.80394,0,0
61.83352,0,0
61.86625,0,0
61.89328,0,0
61.92492,0,0
61.95505,0,0
61.98555,0,0
62.02231,0,0
62.05304,0,0
62.08418,0,0
62.11472,0,0
62.14497,0,0
62.17743,0,0
62.21276,0,0
62.24282,0,0
62.27268,0,0
62.30014,0,0
62.33541,0,0
62.36676,0,0
62.39964,0,0
62.43477,0,0
62.46163,0,0
62.49155,0,0
62.51944,0,0
62.54861,0,0
62.57782,0,0
62.61055,0,0
62.63678,0,0
62.66917,0,0
62.6978,0,0
62.72667,0,0
62.75475,0,0
62.7836,0,0
62.81153,0,0
62.84037,0,0
62.86929,0,0
62.89708,0,0
62.92768,0,0
62.9573,0,0
62.98595,0,0
63.01686,0,0
63.04617,0,0
63.07538,0,0
63.10473,0,0
63.13411,0,0
63.167,0,0
63.19715,0,0
63.22859,0,0
63.25814,0,0
63.2871,0,0
63.31496,0,0
63.34497,0,0
63.37358,0,0
63.40434,0,0
63.43716,0,0
63.46709,0,0
63.49775,0,0
63.5262,0,0
63.55646,0,0
63.58453,0,0
63.61847,0,0
63.65272,0,0
63.68538,0,0
63.71395,0,0
63.7437,0,0
63.77575,0,0
63.80439,0,0
63.83225,0,0
63.86078,0,0
63.89134,0,0
63.92102,0,0
63.95224,0,0
63.98333,0,0
64.01709,0,0
64.04524,0,0
64.07835,0,0
64.1037,0,0
64.1328,0,0
64.16481,0,0
64.19638,0,0
64.22829,0,0
64.2643,0,0
64.29788,0,0
64.32629,0,0
64.36177,0,0
64.3933,0,0
64.43645,0,0
64.4641,0,0
64.49504,0,0
64.52351,0,0
64.55301,0,0
64.58267,0,0
64.61436,0,0
64.64381,0,0
64.68152,0,0
64.7108,0,0
64.73779,0,0
64.77354,0,0
64.80405,0,0
64.83754,0,0
64.8656,0,0
64.89539,0,0
64.92899,0,0
64.9577,0,0
64.98726,0,0
65.0159,0,0
65.04501,0,0
65.07492,0,0
65.10492,0,0
65.13409,0,0
65.16795,0,0
65.19696,0,0
65.22662,0,0
65.25696,0,0
65.28694,0,0
65.3186,0,0
65.35056,0,0
65.38168,0,0
65.41014,0,0
65.4465,0,0
65.48216,0,0
65.51512,0,0
65.54691,0,0
65.57568,0,0
65.61058,0,0
65.64545,0,0
65.67526,0,0
65.70689,0,0
65.74692,0,0
65.77898,0,0
65.81548,0,0
65.84735,0,0
65.87839,0,0
65.907,0,0
65.93269,0,0
65.9646,0,0
65.99786,0,0
66.03433,0,0
66.06427,0,0
66.09468,0,0
66.1246,0,0
66.15575,0,0
66.1873,0,0
66.21579,0,0
66.2449,0,0
66.2718,0,0
66.30844,0,0
66.3392,0,0
66.36948,0,0
66.40308,0,0
66.43973,0,0
66.47226,0,0
66.50412,0,0
66.5488,0,0
66.5797,0,0
66.61183,0,0
66.64043,0,0
66.6703,0,0
66.70781,0,0
66.74318,0,0
66.77608,0,0
66.80472,0,0
66.836,0,0
66.86899,0,0
66.90808,0,0
66.93892,0,0
66.96941,0,0
67.00127,0,0
67.03185,0,0
67.06088,0,0
67.08861,0,0
67.11847,0,0
67.14777,0,0
67.18004,0,0
67.21121,0,0
67.24239,0,0
67.28815,0,0
67.32155,0,0
67.35948,0,0
67.39235,0,0
67.42168,0,0
67.45634,0,0
67.48532,0,0
67.5271,0,0
67.55856,0,0
67.59357,0,0
67.63554,0,0
67.668,0,0
67.70152,0,0
67.72873,0,0
67.75874,0,0
67.79327,0,0
67.82553,0,0
67.85838,0,0
67.88956,0,0
67.9201,0,0
67.95151,0,0
67.9873,0,0
68.01596,0,0
68.04861,0,0
68.08446,0,0
68.11884,0,0
68.16338,0,0
68.2032,0,0
68.23802,0,0
68.28006,0,0
68.30887,0,0
68.33833,0,0
68.36897,0,0
68.39601,0,0
68.42818,0,0
68.47418,0,0
68.5061,0,0
68.53835,0,0
68.56598,0,0
68.59634,0,0
68.62645,0,0
68.65681,0,0
68.68629,0,0
68.71667,0,0
68.74509,0,0
68.77335,0,0
68.80254,0,0
68.83121,0,0
68.85959,0,0
68.88872,0,0
68.91682,0,0
68.94701,0,0
68.981,0,0
69.00813,0,0
69.03926,0,0
69.06816,0,0
69.0977,0,0
69.12746,0,0
69.16116,0,0
69.18929,0,0
69.21977,0,0
69.24953,0,0
69.27943,0,0
69.31116,0,0
69.34087,0,0
69.37122,0,0
69.39981,0,0
69.43257,0,0
69.45795,0,0
69.49133,0,0
69.52098,0,0
69.55283,0,0
69.58061,0,0
69.61002,0,0
69.64023,0,0
69.66948,0,0
69.69753,0,0
69.72911,0,0
69.76945,0,0
69.80356,0,0
69.83665,0,0
69.86697,0,0
69.90921,0,0
69.94229,0,0
69.97018,0,0
70.01003,0,0
70.05008,0,0
70.08322,0,0
70.11388,0,0
70.14339,0,0
70.18483,0,0
70.21825,0,0
70.24799,0,0
70.27766,0,0
70.30504,0,0
70.3362,0,0
70.36623,0,0
70.39511,0,0
70.44174,0,0
70.4724,0,0
70.50279,0,0
70.53505,0,0
70.56516,0,0
70.59518,0,0
70.62486,0,0
70.65669,0,0
70.689,0,0
70.71928,0,0
70.75938,0,0
70.79286,0,0
70.82455,0,0
70.85344,0,0
70.88507,0,0
70.91463,0,0
70.94096,0,0
70.97064,0,0
71.01485,0,0
71.05023,0,0
71.08215,0,0
71.11169,0,0
71.14336,0,0
71.18428,0,0
71.21754,0,0
71.24579,0,0
71.27512,0,0
71.30789,0,0
71.33849,0,0
71.36346,0,0
71.39525,0,0
71.4249,0,0
71.4536,0,0
71.48715,0,0
71.51776,0,0
71.54701,0,0
71.57651,0,0
71.60797,0,0
71.6376,0,0
71.66679,0,0
71.69878,0,0
71.73717,0,0
71.76964,0,0
71.80527,0,0
71.84544,0,0
71.88251,0,0
71.92323,0,0
71.9586,0,0
71.99501,0,0
72.0314,0,0
72.07306,0,0
72.10742,0,0
72.14044,0,0
72.17072,0,0
72.19965,0,0
72.22847,0,0
72.25696,0,0
72.28488,0,0
72.31541,0,0
72.34384,0,0
72.37231,0,0
72.4032,0,0
72.43271,0,0
72.46146,0,0
72.49341,0,0
72.52296,0,0
72.5551,0,0
72.59644,0,0
72.63609,0,0
72.66785,0,0
72.70804,0,0
72.74312,0,0
72.7753,0,0
72.80388,0,0
72.8309,0,0
72.85976,0,0
72.88736,0,0
72.91586,0,0
72.94737,0,0
72.97505,0,0
73.00676,0,0
73.03865,0,0
73.06688,0,0
73.09586,0,0
73.12546,0,0
73.1571,0,0
73.18788,0,0
73.2173,0,0
73.24673,0,0
73.27727,0,0
73.30817,0,0
73.33434,0,0
73.36436,0,0
73.39691,0,0
73.42328,0,0
73.45531,0,0
73.48599,0,0
73.51776,0,0
73.5475,0,0
73.57701,0,0
73.60593,0,0
73.63547,0,0
73.66492,0,0
73.69768,0,0
73.72774,0,0
73.75874,0,0
73.78734,0,0
73.81616,0,0
73.84599,0,0
73.87473,0,0
73.90279,0,0
73.93066,0,0
73.96129,0,0
73.98878,0,0
74.02043,0,0
74.05157,0,0
74.09486,0,0
74.1317,0,0
74.16063,0,0
74.18933,0,0
74.21893,0,0
74.25301,0,0
74.28424,0,0
74.31197,0,0
74.33998,0,0
74.36765,0,0
74.39633,0,0
74.42535,0,0
74.45679,0,0
74.48555,0,0
74.51677,0,0
74.54675,0,0
74.57635,0,0
74.60596,0,0
74.63574,0,0
74.66548,0,0
74.69531,0,0
74.72498,0,0
74.75546,0,0
74.78728,0,0
74.82388,0,0
74.85225,0,0
74.89366,0,0
75.07103,0,0
75.11282,0,0
75.12939,0,0
75.14832,0,0
75.16502,0,0
75.18259,0,0
75.19916,0,0
75.21573,0,0
75.24318,0,0
75.27507,0,0
75.30661,0,0
75.33897,0,0
75.37222,0,0
75.40285,0,0
75.43373,0,0
75.46631,0,0
75.50032,0,0
75.53177,0,0
75.56114,0,0
75.59398,0,0
75.62547,0,0
75.65657,0,0
75.68922,0,0
75.72083,0,0
75.75308,0,0
75.78516,0,0
75.81786,0,0
75.8484,0,0
75.87718,0,0
75.91045,0,0
75.94231,0,0
75.97444,0,0
76.00412,0,0
76.03665,0,0
76.07256,0,0
76.10008,0,0
76.13432,0,0
76.16631,0,0
76.19844,0,0
76.23044,0,0
76.2628,0,0
76.29442,0,0
76.32677,0,0
76.35936,0,0
76.39008,0,0
76.42139,0,0
76.45461,0,0
76.48819,0,0
76.52219,0,0
76.55338,0,0
76.58656,0,0
76.61652,0,0
76.64745,0,0
76.67847,0,0
76.71086,0,0
76.74384,0,0
76.7756,0,0
76.80656,0,0
76.839,0,0
76.86966,0,0
76.89996,0,0
76.93118,0,0
76.96263,0,0
76.99393,0,0
77.0278,0,0
77.0578,0,0
77.08939,0,0
77.11984,0,0
77.15199,0,0
77.18347,0,0
77.21707,0,0
77.24794,0,0
77.27684,0,0
77.30916,0,0
77.34042,0,0
77.37263,0,0
77.40358,0,0
77.43637,0,0
77.46947,0,0
77.49963,0,0
77.5368,0,0
77.56551,0,0
77.59944,0,0
77.62849,0,0
77.66035,0,0
77.69147,0,0
77.7231,0,0
77.75542,0,0
77.78755,0,0
77.82211,0,0
77.85228,0,0
77.88196,0,0
77.91425,0,0
77.9462,0,0
77.97719,0,0
78.00565,0,0
78.04097,0,0
78.06766,0,0
78.10107,0,0
78.13208,0,0
78.16341,0,0
78.1958,0,0
78.2278,0,0
78.25865,0,0
78.29025,0,0
78.32179,0,0
78.35249,0,0
78.38342,0,0
78.41394,0,0
78.44446,0,0
78.47891,0,0
78.50879,0,0
78.54681,0,0
78.57547,0,0
78.60762,0,0
78.6394,0,0
78.6723,0,0
78.70169,0,0
78.73361,0,0
78.76588,0,0
78.79747,0,0
78.83131,0,0
78.86234,0,0
78.89424,0,0
78.92445,0,0
78.95569,0,0
78.98683,0,0
79.01787,0,0
79.05124,0,0
79.08287,0,0
79.11629,0,0
79.1478,0,0
79.17574,0,0
79.20784,0,0
79.2401,0,0
79.27318,0,0
79.30605,0,0
79.33646,0,0
79.36459,0,0
79.39722,0,0
79.43068,0,0
79.4635,0,0
79.49794,0,0
79.52805,0,0
79.56425,0,0
79.58965,0,0
79.62234,0,0
79.65616,0,0
79.68845,0,0
79.71962,0,0
79.75191,0,0
79.78354,0,0
79.81761,0,0
79.84798,0,0
79.877,0,0
79.90833,0,0
79.93987,0,0
79.9725,0,0
80.0042,0,0
80.03488,0,0
80.06802,0,0
80.10033,0,0
80.1324,0,0
80.16345,0,0
80.19308,0,0
80.22389,0,0
80.25571,0,0
80.28699,0,0
80.31619,0,0
80.34764,0,0
80.37943,0,0
80.40866,0,0
80.43961,0,0
80.47118,0,0
80.50266,0,0
80.53429,0,0
80.5672,0,0
80.59978,0,0
80.63239,0,0
80.66356,0,0
80.69556,0,0
80.72743,0,0
80.75816,0,0
80.79118,0,0
80.82318,0,0
80.85509,0,0
80.88766,0,0
80.91554,0,0
80.94753,0,0
80.98094,0,0
81.01248,0,0
81.04523,0,0
81.07767,0,0
81.10844,0,0
81.14169,0,0
81.17484,0,0
81.20493,0,0
81.2361,0,0
81.26768,0,0
81.2997,0,0
81.33182,0,0
81.36397,0,0
81.39586,0,0
81.42711,0,0
81.4577,0,0
81.48973,0,0
81.51962,0,0
81.55765,0,0
81.58789,0,0
81.61949,0,0
81.65108,0,0
81.68437,0,0
81.71426,0,0
81.74599,0,0
81.77858,0,0
81.81136,0,0
81.84537,0,0
81.87604,0,0
81.90776,0,0
81.93832,0,0
81.97507,0,0
81.99661,0,0
82.02979,0,0
82.06207,0,0
82.09599,0,0
82.12593,0,0
82.1573,0,0
82.19104,0,0
82.2242,0,0
82.25385,0,0
82.28406,0,0
82.31497,0,0
82.34703,0,0
82.37695,0,0
82.40921,0,0
82.43875,0,0
82.46925,0,0
82.50009,0,0
82.53239,0,0
82.56532,0,0
82.59842,0,0
82.62743,0,0
82.66093,0,0
82.69238,0,0
82.72774,0,0
82.75401,0,0
82.78595,0,0
82.81807,0,0
82.85153,0,0
82.88377,0,0
82.91721,0,0
82.95067,0,0
82.98181,0,0
83.01315,0,0
83.04256,0,0
83.07809,0,0
83.10742,0,0
83.13878,0,0
83.16783,0,0
83.20007,0,0
83.23305,0,0
83.26657,0,0
83.29576,0,0
83.32932,0,0
83.36073,0,0
83.39261,0,0
83.42366,0,0
83.45721,0,0
83.48776,0,0
83.51868,0,0
83.55255,0,0
83.58548,0,0
83.61667,0,0
83.65016,0,0
83.67941,0,0
83.71298,0,0
83.74428,0,0
83.78455,0,0
83.80591,0,0
83.83694,0,0
83.86839,0,0
83.90021,0,0
83.93323,0,0
83.96744,0,0
83.99591,0,0
84.02402,0,0
84.06107,0,0
84.088,0,0
84.12189,0,0
84.15155,0,0
84.18427,0,0
84.21611,0,0
84.2495,0,0
84.28102,0,0
84.31352,0,0
84.34474,0,0
84.37431,0,0
84.40767,0,0
84.43803,0,0
84.46788,0,0
84.49797,0,0
84.53172,0,0
84.56447,0,0
84.59679,0,0
84.63097,0,0
84.65923,0,0
84.69012,0,0
84.72194,0,0
84.75368,0,0
84.78583,0,0
84.81764,0,0
84.85051,0,0
84.88202,0,0
84.9119,0,0
84.94186,0,0
84.97437,0,0
85.00616,0,0
85.03667,0,0
85.07101,0,0
85.10196,0,0
85.13159,0,0
85.16501,0,0
85.19638,0,0
85.22826,0,0
85.2598,0,0
85.29114,0,0
85.32359,0,0
85.35722,0,0
85.38771,0,0
85.41591,0,0
85.44772,0,0
85.48068,0,0
85.51266,0,0
85.54825,0,0
85.57799,0,0
85.61131,0,0
85.64273,0,0
85.6757,0,0
85.70728,0,0
85.73784,0,0
85.76987,0,0
85.80272,0,0
85.83374,0,0
85.86723,0,0
85.89757,0,0
85.92725,0,0
85.95802,0,0
85.98816,0,0
86.02023,0,0
86.05658,0,0
86.08598,0,0
86.11778,0,0
86.15051,0,0
86.17807,0,0
86.20731,0,0
86.2393,0,0
86.27051,0,0
86.30121,0,0
86.3327,0,0
86.36363,0,0
86.39368,0,0
86.42488,0,0
86.45569,0,0
86.4868,0,0
86.51721,0,0
86.55475,0,0
86.58501,0,0
86.6178,0,0
86.64966,0,0
86.68156,0,0
86.71399,0,0
86.7448,0,0
86.77582,0,0
86.8075,0,0
86.83928,0,0
86.87247,0,0
86.90361,0,0
86.93362,0,0
86.96408,0,0
86.99574,0,0
87.02646,0,0
87.06392,0,0
87.09148,0,0
87.1252,0,0
87.1541,0,0
87.18587,0,0
87.2166,0,0
87.24823,0,0
87.27861,0,0
87.30939,0,0
87.34097,0,0
87.3717,0,0
87.40263,0,0
87.43262,0,0
87.46341,0,0
87.49562,0,0
87.52824,0,0
87.56007,0,0
87.59122,0,0
87.62292,0,0
87.65573,0,0
87.688,0,0
87.71696,0,0
87.74948,0,0
87.78146,0,0
87.81407,0,0
87.84657,0,0
87.87793,0,0
87.91273,0,0
88.06598,0,0
88.15167,0,0
88.17068,0,0
88.19263,0,0
88.23305,0,0
88.25174,0,0
88.26913,0,0
88.28487,0,0
88.31418,0,0
88.34476,0,0
88.37234,0,0
88.40202,0,0
88.42921,0,0
88.4579,0,0
88.48691,0,0
88.5258,0,0
88.56865,0,0
88.60565,0,0
88.68466,0,0
88.70125,0,0
88.71968,0,0
88.78596,0,0
88.8163,0,0
88.85495,0,0
88.87152,0,0
88.88809,0,0
88.92059,0,0
88.98807,0,0
89.045,0,0
89.07675,0,0
89.09332,0,0
89.12297,0,0
89.17886,0,0
89.21912,0,0
89.25356,0,0
89.28188,0,0
89.31509,0,0
89.34033,0,0
89.37079,0,0
89.40053,0,0
89.42903,0,0
89.45862,0,0
89.48636,0,0
89.51471,0,0
89.54607,0,0
89.57785,0,0
89.6057,0,0
89.63548,0,0
89.66658,0,0
89.69653,0,0
89.72754,0,0
89.75775,0,0
89.78615,0,0
89.81848,0,0
89.84515,0,0
89.87605,0,0
89.90334,0,0
89.93387,0,0
89.96405,0,0
89.9949,0,0
90.02249,0,0
90.05087,0,0
90.08249,0,0
90.11044,0,0
90.13995,0,0
90.16785,0,0
90.19971,0,0
90.22832,0,0
90.25835,0,0
90.28748,0,0
90.32001,0,0
90.34767,0,0
90.38782,0,0
90.41557,0,0
90.4462,0,0
90.47382,0,0
90.50484,0,0
90.53647,0,0
90.56506,0,0
90.59657,0,0
90.62633,0,0
90.66028,0,0
90.68762,0,0
90.72089,0,0
90.74896,0,0
90.78136,0,0
90.80907,0,0
90.8414,0,0
90.86739,0,0
90.89801,0,0
90.93065,0,0
90.96114,0,0
90.99115,0,0
91.01971,0,0
91.0515,0,0
91.08308,0,0
91.11249,0,0
91.14522,0,0
91.17809,0,0
91.20682,0,0
91.23737,0,0
91.27075,0,0
91.30016,0,0
91.33089,0,0
91.36221,0,0
91.39441,0,0
91.42195,0,0
91.45164,0,0
91.48473,0,0
91.51097,0,0
91.54187,0,0
91.57141,0,0
91.60033,0,0
91.63063,0,0
91.66554,0,0
91.69679,0,0
91.72643,0,0
91.75519,0,0
91.7869,0,0
91.81493,0,0
91.84445,0,0
91.87447,0,0
91.90417,0,0
91.93425,0,0
91.96284,0,0
91.99402,0,0
92.02132,0,0
92.05046,0,0
92.08032,0,0
92.1075,0,0
92.13905,0,0
92.16678,0,0
92.19775,0,0
92.22581,0,0
92.255,0,0
92.28708,0,0
92.31505,0,0
92.34485,0,0
92.37524,0,0
92.40466,0,0
92.43373,0,0
92.46193,0,0
92.49017,0,0
92.51956,0,0
